id;list;name;desc;members;url
5e4baa72d30d6202160f4401;Review;Court room details are not capturing in mobile;;['Byron de Villiers'];https://trello.com/c/fyhLeMj0/104-court-room-details-are-not-capturing-in-mobile
5e61c857396a541d8ad199a9;Review;"Error on submitting notice from offline to online - DB failure on execute -> SELECT * FROM NOTICE_DOCUMENTS WHERE NOTICE_NUMBER = 'H1/08589/811/018160' main.js:7094 code: 5message: ""sqlite3_prepare_v2 failure: no such table: NOTICE_DOCUMENTS""__proto__: Object main.js:8316 Reading drafts from table NOTICE_DOCUMENTS failed: TypeError: Cannot read property 'length' of undefined";;['Brett de Villiers'];https://trello.com/c/O8gJAM6o/169-error-on-submitting-notice-from-offline-to-online-db-failure-on-execute-select-from-noticedocuments-where-noticenumber-h1-08589
5e56c963531a495f6bff7a29;Review;Charges in notice reissue have 0, 1, 2 as weird additional keys added;;['Brett de Villiers'];https://trello.com/c/q0Ag9kVG/161-charges-in-notice-reissue-have-0-1-2-as-weird-additional-keys-added
5e57a8648c312e8cee97519f;Review;Second level validations just before Submit notice;"ztemp119 (56 submitted with no offender data - this should be mandatory for issue)
";['Riaz Patel', 'Brett de Villiers', 'Byron de Villiers', 'Nonnie'];https://trello.com/c/225V4Px0/162-second-level-validations-just-before-submit-notice
5e5cd8e525fa3a359a4c7af8;Review;Validations provider;;['Brett de Villiers'];https://trello.com/c/zfukdUWG/165-validations-provider
5e56c3f1cc826f0daf26a6b2;Review;Charge note is not added when selecting charge from charge catalogue - in notice;;['Brett de Villiers'];https://trello.com/c/KhC1MPdb/160-charge-note-is-not-added-when-selecting-charge-from-charge-catalogue-in-notice
5e56bd16619868063b6319f2;Review;Compliance followup issue contravention button should not be active before print has completed;;['Brett de Villiers', 'Byron de Villiers'];https://trello.com/c/UH7L7Bww/159-compliance-followup-issue-contravention-button-should-not-be-active-before-print-has-completed
5e53ad84d20e54760185a9d9;Review;Enable provision of contact details for the 4 departments in compliance prints;;['Riaz Patel', 'Nonnie'];https://trello.com/c/eBSoH4hQ/137-enable-provision-of-contact-details-for-the-4-departments-in-compliance-prints
5e3810e71eba935a2e823b6e;Review;Matt - Look at signatures page on tablets;;[];https://trello.com/c/OIlGaLMZ/36-matt-look-at-signatures-page-on-tablets
5e68b802cd7f86713cf5cf91;Review;Notice number missing in backend for CMP FU;;['Riaz Patel', 'Brett de Villiers'];https://trello.com/c/cV57PF0q/180-notice-number-missing-in-backend-for-cmp-fu
